ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.Historia20Test	historia20test	1590502867932	 	3.3.1
REQUEST	3155		Home	1590502908798	1590502908803	OK	 
REQUEST	674		SeeMyDiagnosis	1590502908797	1590502908806	OK	 
REQUEST	1313		Mypets	1590502908797	1590502908807	OK	 
REQUEST	1353		Mypets	1590502908797	1590502908809	OK	 
USER	PetWithoutDiagnosis	3197	START	1590502908812	1590502908812
REQUEST	1955		Logged	1590502908812	1590502908813	OK	 
REQUEST	2635		Login	1590502908812	1590502908814	OK	 
REQUEST	2596		Login	1590502908812	1590502908814	OK	 
REQUEST	1994		Logged	1590502908812	1590502908814	OK	 
REQUEST	3197		Home	1590502908813	1590502908819	OK	 
REQUEST	1955		Logged Redirect 1	1590502908814	1590502908819	OK	 
REQUEST	1994		Logged Redirect 1	1590502908814	1590502908819	OK	 
REQUEST	1314		Mypets	1590502908812	1590502908819	OK	 
REQUEST	1354		Mypets	1590502908812	1590502908822	OK	 
USER	PetWithDiagnosis	3156	START	1590502908823	1590502908823
REQUEST	3156		Home	1590502908823	1590502908826	OK	 
REQUEST	675		SeeMyDiagnosis	1590502908823	1590502908827	OK	 
REQUEST	1995		Logged	1590502908834	1590502908836	OK	 
REQUEST	714		SeeMyDiagnosis	1590502908834	1590502908836	OK	 
REQUEST	715		SeeMyDiagnosis	1590502908834	1590502908836	OK	 
REQUEST	1995		Logged Redirect 1	1590502908836	1590502908838	OK	 
REQUEST	676		SeeMyDiagnosis	1590502908834	1590502908839	OK	 
REQUEST	1355		Mypets	1590502908834	1590502908840	OK	 
REQUEST	1315		Mypets	1590502908834	1590502908841	OK	 
USER	PetWithDiagnosis	3157	START	1590502908845	1590502908845
USER	PetWithoutDiagnosis	3198	START	1590502908845	1590502908845
REQUEST	1956		Logged	1590502908845	1590502908846	OK	 
REQUEST	2597		Login	1590502908845	1590502908846	OK	 
REQUEST	2636		Login	1590502908845	1590502908847	OK	 
REQUEST	3198		Home	1590502908845	1590502908848	OK	 
REQUEST	1956		Logged Redirect 1	1590502908846	1590502908848	OK	 
REQUEST	3157		Home	1590502908845	1590502908848	OK	 
USER	PetWithoutDiagnosis	3199	START	1590502908866	1590502908866
REQUEST	2637		Login	1590502908866	1590502908868	OK	 
REQUEST	1957		Logged	1590502908866	1590502908868	OK	 
REQUEST	1996		Logged	1590502908864	1590502908868	OK	 
REQUEST	2598		Login	1590502908865	1590502908868	OK	 
REQUEST	1996		Logged Redirect 1	1590502908868	1590502908869	OK	 
REQUEST	1957		Logged Redirect 1	1590502908868	1590502908871	OK	 
REQUEST	3199		Home	1590502908866	1590502908871	OK	 
REQUEST	1316		Mypets	1590502908864	1590502908872	OK	 
USER	PetWithDiagnosis	3158	START	1590502908877	1590502908877
REQUEST	1997		Logged	1590502908877	1590502908878	OK	 
REQUEST	1356		Mypets	1590502908865	1590502908878	OK	 
REQUEST	1997		Logged Redirect 1	1590502908878	1590502908879	OK	 
REQUEST	677		SeeMyDiagnosis	1590502908877	1590502908880	OK	 
REQUEST	3158		Home	1590502908877	1590502908880	OK	 
REQUEST	716		SeeMyDiagnosis	1590502908877	1590502908880	OK	 
REQUEST	2638		Login	1590502908882	1590502908883	OK	 
REQUEST	2599		Login	1590502908882	1590502908883	OK	 
REQUEST	717		SeeMyDiagnosis	1590502908882	1590502908884	OK	 
USER	PetWithDiagnosis	3159	START	1590502908893	1590502908893
USER	PetWithoutDiagnosis	3200	START	1590502908893	1590502908893
REQUEST	1959		Logged	1590502908893	1590502908894	OK	 
REQUEST	1958		Logged	1590502908893	1590502908895	OK	 
REQUEST	3159		Home	1590502908893	1590502908895	OK	 
REQUEST	3200		Home	1590502908893	1590502908895	OK	 
REQUEST	1959		Logged Redirect 1	1590502908894	1590502908896	OK	 
REQUEST	1958		Logged Redirect 1	1590502908895	1590502908897	OK	 
REQUEST	1998		Logged	1590502908904	1590502908907	OK	 
REQUEST	678		SeeMyDiagnosis	1590502908904	1590502908912	OK	 
REQUEST	1998		Logged Redirect 1	1590502908907	1590502908912	OK	 
USER	PetWithoutDiagnosis	3201	START	1590502908915	1590502908915
REQUEST	1317		Mypets	1590502908904	1590502908916	OK	 
REQUEST	1357		Mypets	1590502908904	1590502908916	OK	 
REQUEST	2639		Login	1590502908915	1590502908919	OK	 
REQUEST	2600		Login	1590502908915	1590502908919	OK	 
REQUEST	718		SeeMyDiagnosis	1590502908915	1590502908920	OK	 
REQUEST	3201		Home	1590502908916	1590502908921	OK	 
USER	PetWithDiagnosis	3160	START	1590502908926	1590502908926
REQUEST	679		SeeMyDiagnosis	1590502908915	1590502908930	OK	 
REQUEST	1358		Mypets	1590502908915	1590502908931	OK	 
REQUEST	3160		Home	1590502908926	1590502908931	OK	 
USER	PetWithoutDiagnosis	3202	START	1590502908948	1590502908948
USER	PetWithDiagnosis	3161	START	1590502908948	1590502908948
REQUEST	2601		Login	1590502908948	1590502908953	OK	 
REQUEST	1999		Logged	1590502908948	1590502908954	OK	 
REQUEST	2640		Login	1590502908948	1590502908953	OK	 
REQUEST	1960		Logged	1590502908948	1590502908954	OK	 
REQUEST	3161		Home	1590502908950	1590502908957	OK	 
REQUEST	3202		Home	1590502908950	1590502908957	OK	 
REQUEST	1960		Logged Redirect 1	1590502908954	1590502908960	OK	 
REQUEST	1999		Logged Redirect 1	1590502908954	1590502908960	OK	 
USER	PetWithoutDiagnosis	3203	START	1590502908963	1590502908963
REQUEST	2602		Login	1590502908963	1590502908965	OK	 
REQUEST	2641		Login	1590502908963	1590502908968	OK	 
REQUEST	3203		Home	1590502908963	1590502908970	OK	 
USER	PetWithDiagnosis	3162	START	1590502908974	1590502908974
REQUEST	3162		Home	1590502908974	1590502908980	OK	 
REQUEST	2000		Logged	1590502908985	1590502908988	OK	 
REQUEST	1961		Logged	1590502908985	1590502908988	OK	 
REQUEST	2000		Logged Redirect 1	1590502908989	1590502908992	OK	 
REQUEST	1961		Logged Redirect 1	1590502908989	1590502908992	OK	 
USER	PetWithDiagnosis	3163	START	1590502908996	1590502908996
REQUEST	2642		Login	1590502908996	1590502908997	OK	 
USER	PetWithoutDiagnosis	3204	START	1590502908996	1590502908996
REQUEST	720		SeeMyDiagnosis	1590502908985	1590502909000	OK	 
REQUEST	2603		Login	1590502908996	1590502909002	OK	 
REQUEST	721		SeeMyDiagnosis	1590502908996	1590502909003	OK	 
REQUEST	1318		Mypets	1590502908915	1590502909003	OK	 
REQUEST	719		SeeMyDiagnosis	1590502908948	1590502909004	OK	 
REQUEST	3163		Home	1590502908996	1590502909005	OK	 
REQUEST	3204		Home	1590502908996	1590502909005	OK	 
REQUEST	680		SeeMyDiagnosis	1590502908937	1590502909008	OK	 
REQUEST	682		SeeMyDiagnosis	1590502908996	1590502909008	OK	 
REQUEST	681		SeeMyDiagnosis	1590502908996	1590502909008	OK	 
REQUEST	2001		Logged	1590502909007	1590502909009	OK	 
REQUEST	1962		Logged	1590502909007	1590502909012	OK	 
REQUEST	2001		Logged Redirect 1	1590502909009	1590502909013	OK	 
REQUEST	2043		Logged	1590502909012	1590502909014	OK	 
REQUEST	1962		Logged Redirect 1	1590502909012	1590502909014	OK	 
REQUEST	1963		Logged	1590502909012	1590502909015	OK	 
REQUEST	2043		Logged Redirect 1	1590502909014	1590502909016	OK	 
REQUEST	1963		Logged Redirect 1	1590502909015	1590502909017	OK	 
REQUEST	722		SeeMyDiagnosis	1590502909012	1590502909027	OK	 
REQUEST	1319		Mypets	1590502908948	1590502909028	OK	 
REQUEST	1360		Mypets	1590502908974	1590502909028	OK	 
REQUEST	2003		Logged	1590502909013	1590502909028	OK	 
REQUEST	2002		Logged	1590502909012	1590502909030	OK	 
REQUEST	1320		Mypets	1590502908974	1590502909031	OK	 
REQUEST	2003		Logged Redirect 1	1590502909029	1590502909031	OK	 
REQUEST	1359		Mypets	1590502908948	1590502909032	OK	 
REQUEST	683		SeeMyDiagnosis	1590502909012	1590502909033	OK	 
USER	PetWithDiagnosis	3205	START	1590502909034	1590502909034
USER	PetWithoutDiagnosis	3244	START	1590502909034	1590502909034
REQUEST	1322		Mypets	1590502909012	1590502909036	OK	 
REQUEST	2643		Login	1590502909034	1590502909036	OK	 
REQUEST	2683		Login	1590502909034	1590502909036	OK	 
REQUEST	2002		Logged Redirect 1	1590502909030	1590502909037	OK	 
REQUEST	3205		Home	1590502909035	1590502909038	OK	 
REQUEST	3244		Home	1590502909035	1590502909038	OK	 
REQUEST	1321		Mypets	1590502909007	1590502909050	OK	 
REQUEST	1361		Mypets	1590502909008	1590502909051	OK	 
USER	PetWithDiagnosis	3206	START	1590502909053	1590502909053
USER	PetWithoutDiagnosis	3245	START	1590502909053	1590502909053
REQUEST	2684		Login	1590502909052	1590502909054	OK	 
REQUEST	1404		Mypets	1590502909012	1590502909054	OK	 
REQUEST	2644		Login	1590502909053	1590502909055	OK	 
REQUEST	763		SeeMyDiagnosis	1590502909048	1590502909056	OK	 
REQUEST	1363		Mypets	1590502909012	1590502909056	OK	 
REQUEST	1362		Mypets	1590502909012	1590502909056	OK	 
REQUEST	3245		Home	1590502909053	1590502909056	OK	 
REQUEST	3206		Home	1590502909053	1590502909057	OK	 
REQUEST	723		SeeMyDiagnosis	1590502909048	1590502909058	OK	 
REQUEST	2004		Logged	1590502909065	1590502909067	OK	 
REQUEST	2044		Logged	1590502909064	1590502909067	OK	 
REQUEST	764		SeeMyDiagnosis	1590502909065	1590502909068	OK	 
REQUEST	724		SeeMyDiagnosis	1590502909065	1590502909068	OK	 
REQUEST	2044		Logged Redirect 1	1590502909067	1590502909069	OK	 
REQUEST	2004		Logged Redirect 1	1590502909067	1590502909069	OK	 
REQUEST	1405		Mypets	1590502909064	1590502909071	OK	 
REQUEST	1364		Mypets	1590502909064	1590502909073	OK	 
REQUEST	2645		Login	1590502909075	1590502909076	OK	 
REQUEST	2685		Login	1590502909075	1590502909077	OK	 
REQUEST	1406		Mypets	1590502909075	1590502909079	OK	 
USER	PetWithDiagnosis	3207	START	1590502909086	1590502909086
USER	PetWithoutDiagnosis	3246	START	1590502909086	1590502909086
REQUEST	2005		Logged	1590502909086	1590502909087	OK	 
REQUEST	2045		Logged	1590502909086	1590502909088	OK	 
REQUEST	2005		Logged Redirect 1	1590502909087	1590502909089	OK	 
REQUEST	3246		Home	1590502909087	1590502909090	OK	 
REQUEST	3207		Home	1590502909087	1590502909090	OK	 
REQUEST	2045		Logged Redirect 1	1590502909088	1590502909090	OK	 
REQUEST	1365		Mypets	1590502909086	1590502909092	OK	 
USER	PetWithDiagnosis	3208	START	1590502909102	1590502909102
USER	PetWithoutDiagnosis	3247	START	1590502909102	1590502909102
REQUEST	2646		Login	1590502909102	1590502909103	OK	 
REQUEST	2686		Login	1590502909102	1590502909103	OK	 
REQUEST	3208		Home	1590502909102	1590502909104	OK	 
REQUEST	3247		Home	1590502909102	1590502909104	OK	 
REQUEST	2006		Logged	1590502909112	1590502909113	OK	 
REQUEST	2687		Login	1590502909112	1590502909113	OK	 
REQUEST	2046		Logged	1590502909112	1590502909114	OK	 
REQUEST	2647		Login	1590502909112	1590502909115	OK	 
REQUEST	2006		Logged Redirect 1	1590502909113	1590502909116	OK	 
REQUEST	2046		Logged Redirect 1	1590502909114	1590502909117	OK	 
REQUEST	1407		Mypets	1590502909112	1590502909119	OK	 
REQUEST	1366		Mypets	1590502909112	1590502909119	OK	 
REQUEST	766		SeeMyDiagnosis	1590502909123	1590502909125	OK	 
REQUEST	765		SeeMyDiagnosis	1590502909123	1590502909125	OK	 
REQUEST	725		SeeMyDiagnosis	1590502909123	1590502909126	OK	 
USER	PetWithoutDiagnosis	3248	START	1590502909134	1590502909134
USER	PetWithDiagnosis	3209	START	1590502909134	1590502909134
REQUEST	2007		Logged	1590502909134	1590502909136	OK	 
REQUEST	2047		Logged	1590502909134	1590502909136	OK	 
REQUEST	3248		Home	1590502909134	1590502909138	OK	 
REQUEST	726		SeeMyDiagnosis	1590502909134	1590502909138	OK	 
REQUEST	1408		Mypets	1590502909134	1590502909141	OK	 
REQUEST	1367		Mypets	1590502909134	1590502909142	OK	 
REQUEST	3209		Home	1590502909135	1590502909145	OK	 
REQUEST	2047		Logged Redirect 1	1590502909136	1590502909145	OK	 
REQUEST	2007		Logged Redirect 1	1590502909136	1590502909145	OK	 
REQUEST	767		SeeMyDiagnosis	1590502909145	1590502909147	OK	 
REQUEST	727		SeeMyDiagnosis	1590502909145	1590502909149	OK	 
USER	PetWithoutDiagnosis	3249	START	1590502909156	1590502909156
USER	PetWithDiagnosis	3210	START	1590502909156	1590502909156
REQUEST	2688		Login	1590502909156	1590502909157	OK	 
REQUEST	2648		Login	1590502909156	1590502909159	OK	 
REQUEST	3249		Home	1590502909156	1590502909160	OK	 
REQUEST	3210		Home	1590502909157	1590502909160	OK	 
REQUEST	1409		Mypets	1590502909156	1590502909163	OK	 
REQUEST	1368		Mypets	1590502909156	1590502909163	OK	 
REQUEST	2008		Logged	1590502909167	1590502909168	OK	 
REQUEST	2048		Logged	1590502909167	1590502909169	OK	 
REQUEST	2008		Logged Redirect 1	1590502909168	1590502909170	OK	 
REQUEST	2048		Logged Redirect 1	1590502909170	1590502909172	OK	 
REQUEST	2649		Login	1590502909172	1590502909173	OK	 
REQUEST	2689		Login	1590502909172	1590502909173	OK	 
USER	PetWithoutDiagnosis	3250	START	1590502909182	1590502909182
USER	PetWithDiagnosis	3211	START	1590502909182	1590502909182
REQUEST	2049		Logged	1590502909182	1590502909187	OK	 
REQUEST	2009		Logged	1590502909182	1590502909187	OK	 
REQUEST	768		SeeMyDiagnosis	1590502909182	1590502909188	OK	 
REQUEST	3211		Home	1590502909184	1590502909191	OK	 
REQUEST	3250		Home	1590502909183	1590502909191	OK	 
REQUEST	2049		Logged Redirect 1	1590502909188	1590502909193	OK	 
REQUEST	2009		Logged Redirect 1	1590502909188	1590502909193	OK	 
REQUEST	1369		Mypets	1590502909182	1590502909197	OK	 
REQUEST	1410		Mypets	1590502909182	1590502909197	OK	 
REQUEST	769		SeeMyDiagnosis	1590502909194	1590502909198	OK	 
USER	PetWithoutDiagnosis	3251	START	1590502909204	1590502909204
USER	PetWithDiagnosis	3212	START	1590502909204	1590502909204
REQUEST	2650		Login	1590502909204	1590502909205	OK	 
REQUEST	2690		Login	1590502909204	1590502909206	OK	 
REQUEST	3212		Home	1590502909205	1590502909207	OK	 
REQUEST	3251		Home	1590502909204	1590502909207	OK	 
REQUEST	729		SeeMyDiagnosis	1590502909204	1590502909209	OK	 
REQUEST	728		SeeMyDiagnosis	1590502909204	1590502909209	OK	 
REQUEST	2050		Logged	1590502909215	1590502909217	OK	 
REQUEST	2010		Logged	1590502909215	1590502909217	OK	 
REQUEST	770		SeeMyDiagnosis	1590502909215	1590502909218	OK	 
REQUEST	2010		Logged Redirect 1	1590502909217	1590502909224	OK	 
REQUEST	2050		Logged Redirect 1	1590502909217	1590502909225	OK	 
REQUEST	730		SeeMyDiagnosis	1590502909215	1590502909226	OK	 
REQUEST	1411		Mypets	1590502909215	1590502909227	OK	 
REQUEST	2651		Login	1590502909226	1590502909228	OK	 
REQUEST	1370		Mypets	1590502909215	1590502909228	OK	 
REQUEST	2691		Login	1590502909226	1590502909228	OK	 
REQUEST	1412		Mypets	1590502909226	1590502909231	OK	 
REQUEST	1371		Mypets	1590502909226	1590502909231	OK	 
USER	PetWithoutDiagnosis	3252	START	1590502909237	1590502909237
USER	PetWithDiagnosis	3213	START	1590502909237	1590502909237
REQUEST	2051		Logged	1590502909237	1590502909238	OK	 
REQUEST	2011		Logged	1590502909237	1590502909238	OK	 
REQUEST	3252		Home	1590502909237	1590502909240	OK	 
REQUEST	2051		Logged Redirect 1	1590502909238	1590502909240	OK	 
REQUEST	3213		Home	1590502909237	1590502909240	OK	 
REQUEST	2011		Logged Redirect 1	1590502909238	1590502909240	OK	 
REQUEST	731		SeeMyDiagnosis	1590502909242	1590502909244	OK	 
USER	PetWithDiagnosis	3214	START	1590502909253	1590502909253
USER	PetWithoutDiagnosis	3253	START	1590502909253	1590502909253
REQUEST	2652		Login	1590502909253	1590502909253	OK	 
REQUEST	771		SeeMyDiagnosis	1590502909253	1590502909254	OK	 
REQUEST	2692		Login	1590502909253	1590502909255	OK	 
REQUEST	3214		Home	1590502909253	1590502909255	OK	 
REQUEST	3253		Home	1590502909253	1590502909255	OK	 
REQUEST	2653		Login	1590502909264	1590502909264	OK	 
REQUEST	2012		Logged	1590502909264	1590502909266	OK	 
REQUEST	2052		Logged	1590502909264	1590502909266	OK	 
REQUEST	2012		Logged Redirect 1	1590502909266	1590502909270	OK	 
REQUEST	2052		Logged Redirect 1	1590502909266	1590502909270	OK	 
REQUEST	1413		Mypets	1590502909264	1590502909273	OK	 
REQUEST	1372		Mypets	1590502909264	1590502909273	OK	 
REQUEST	2693		Login	1590502909275	1590502909276	OK	 
REQUEST	732		SeeMyDiagnosis	1590502909275	1590502909281	OK	 
USER	PetWithoutDiagnosis	3254	START	1590502909286	1590502909286
USER	PetWithDiagnosis	3215	START	1590502909286	1590502909286
REQUEST	2053		Logged	1590502909286	1590502909289	OK	 
REQUEST	2013		Logged	1590502909286	1590502909289	OK	 
REQUEST	772		SeeMyDiagnosis	1590502909286	1590502909289	OK	 
REQUEST	3254		Home	1590502909286	1590502909292	OK	 
REQUEST	3215		Home	1590502909286	1590502909292	OK	 
REQUEST	2053		Logged Redirect 1	1590502909289	1590502909292	OK	 
REQUEST	2013		Logged Redirect 1	1590502909289	1590502909292	OK	 
REQUEST	2054		Logged	1590502909298	1590502909300	OK	 
REQUEST	773		SeeMyDiagnosis	1590502909298	1590502909302	OK	 
USER	PetWithDiagnosis	3216	START	1590502909302	1590502909302
USER	PetWithoutDiagnosis	3255	START	1590502909302	1590502909302
REQUEST	1373		Mypets	1590502909286	1590502909303	OK	 
REQUEST	1414		Mypets	1590502909286	1590502909303	OK	 
REQUEST	2054		Logged Redirect 1	1590502909300	1590502909304	OK	 
REQUEST	2014		Logged	1590502909298	1590502909304	OK	 
REQUEST	3216		Home	1590502909302	1590502909306	OK	 
REQUEST	3255		Home	1590502909303	1590502909306	OK	 
REQUEST	2014		Logged Redirect 1	1590502909304	1590502909306	OK	 
REQUEST	733		SeeMyDiagnosis	1590502909302	1590502909308	OK	 
REQUEST	2694		Login	1590502909313	1590502909314	OK	 
REQUEST	2654		Login	1590502909313	1590502909316	OK	 
REQUEST	734		SeeMyDiagnosis	1590502909313	1590502909318	OK	 
REQUEST	1415		Mypets	1590502909313	1590502909322	OK	 
REQUEST	1374		Mypets	1590502909313	1590502909323	OK	 
REQUEST	2695		Login	1590502909324	1590502909325	OK	 
REQUEST	2655		Login	1590502909324	1590502909325	OK	 
REQUEST	774		SeeMyDiagnosis	1590502909324	1590502909326	OK	 
USER	PetWithDiagnosis	3217	START	1590502909335	1590502909335
USER	PetWithoutDiagnosis	3256	START	1590502909335	1590502909335
REQUEST	2015		Logged	1590502909335	1590502909336	OK	 
REQUEST	2055		Logged	1590502909335	1590502909337	OK	 
REQUEST	3256		Home	1590502909335	1590502909338	OK	 
REQUEST	3217		Home	1590502909335	1590502909338	OK	 
REQUEST	2055		Logged Redirect 1	1590502909337	1590502909340	OK	 
REQUEST	2015		Logged Redirect 1	1590502909337	1590502909340	OK	 
REQUEST	1416		Mypets	1590502909335	1590502909342	OK	 
REQUEST	1375		Mypets	1590502909335	1590502909342	OK	 
USER	PetWithoutDiagnosis	3257	START	1590502909357	1590502909357
USER	PetWithDiagnosis	3218	START	1590502909357	1590502909357
REQUEST	2696		Login	1590502909357	1590502909358	OK	 
REQUEST	2656		Login	1590502909357	1590502909359	OK	 
REQUEST	775		SeeMyDiagnosis	1590502909357	1590502909359	OK	 
REQUEST	735		SeeMyDiagnosis	1590502909357	1590502909360	OK	 
REQUEST	3257		Home	1590502909357	1590502909362	OK	 
REQUEST	3218		Home	1590502909357	1590502909362	OK	 
REQUEST	1376		Mypets	1590502909357	1590502909363	OK	 
REQUEST	1417		Mypets	1590502909357	1590502909363	OK	 
REQUEST	2057		Logged	1590502909368	1590502909368	OK	 
REQUEST	2057		Logged Redirect 1	1590502909368	1590502909370	OK	 
REQUEST	2016		Logged	1590502909368	1590502909370	OK	 
REQUEST	2017		Logged	1590502909368	1590502909370	OK	 
REQUEST	2056		Logged	1590502909368	1590502909370	OK	 
REQUEST	2016		Logged Redirect 1	1590502909370	1590502909371	OK	 
REQUEST	2056		Logged Redirect 1	1590502909370	1590502909372	OK	 
REQUEST	2017		Logged Redirect 1	1590502909370	1590502909372	OK	 
REQUEST	776		SeeMyDiagnosis	1590502909368	1590502909378	OK	 
REQUEST	736		SeeMyDiagnosis	1590502909368	1590502909379	OK	 
USER	PetWithoutDiagnosis	3258	START	1590502909383	1590502909383
USER	PetWithDiagnosis	3219	START	1590502909383	1590502909383
REQUEST	2697		Login	1590502909383	1590502909384	OK	 
REQUEST	2657		Login	1590502909383	1590502909384	OK	 
REQUEST	3258		Home	1590502909383	1590502909386	OK	 
REQUEST	3219		Home	1590502909383	1590502909386	OK	 
REQUEST	1418		Mypets	1590502909383	1590502909389	OK	 
REQUEST	1377		Mypets	1590502909394	1590502909397	OK	 
USER	PetWithoutDiagnosis	3259	START	1590502909404	1590502909404
USER	PetWithDiagnosis	3220	START	1590502909404	1590502909404
REQUEST	2658		Login	1590502909405	1590502909405	OK	 
REQUEST	2698		Login	1590502909405	1590502909406	OK	 
REQUEST	3259		Home	1590502909405	1590502909407	OK	 
REQUEST	3220		Home	1590502909405	1590502909407	OK	 
REQUEST	2018		Logged	1590502909416	1590502909417	OK	 
REQUEST	2018		Logged Redirect 1	1590502909417	1590502909419	OK	 
REQUEST	1419		Mypets	1590502909416	1590502909421	OK	 
REQUEST	1378		Mypets	1590502909416	1590502909422	OK	 
REQUEST	2699		Login	1590502909426	1590502909427	OK	 
REQUEST	2059		Logged	1590502909426	1590502909428	OK	 
REQUEST	778		SeeMyDiagnosis	1590502909426	1590502909429	OK	 
REQUEST	2019		Logged	1590502909426	1590502909429	OK	 
REQUEST	738		SeeMyDiagnosis	1590502909426	1590502909429	OK	 
REQUEST	2659		Login	1590502909426	1590502909429	OK	 
REQUEST	2059		Logged Redirect 1	1590502909428	1590502909430	OK	 
REQUEST	2019		Logged Redirect 1	1590502909429	1590502909432	OK	 
USER	PetWithoutDiagnosis	3260	START	1590502909437	1590502909437
USER	PetWithDiagnosis	3221	START	1590502909437	1590502909437
REQUEST	2058		Logged	1590502909437	1590502909439	OK	 
REQUEST	3260		Home	1590502909438	1590502909440	OK	 
REQUEST	3221		Home	1590502909438	1590502909440	OK	 
REQUEST	2058		Logged Redirect 1	1590502909439	1590502909441	OK	 
USER	PetWithDiagnosis	3222	START	1590502909458	1590502909458
USER	PetWithoutDiagnosis	3261	START	1590502909458	1590502909458
REQUEST	2700		Login	1590502909458	1590502909462	OK	 
REQUEST	2020		Logged	1590502909458	1590502909462	OK	 
REQUEST	2660		Login	1590502909459	1590502909463	OK	 
REQUEST	2060		Logged	1590502909458	1590502909465	OK	 
REQUEST	777		SeeMyDiagnosis	1590502909437	1590502909465	OK	 
REQUEST	737		SeeMyDiagnosis	1590502909437	1590502909466	OK	 
REQUEST	3261		Home	1590502909461	1590502909466	OK	 
REQUEST	3222		Home	1590502909461	1590502909466	OK	 
REQUEST	779		SeeMyDiagnosis	1590502909462	1590502909467	OK	 
REQUEST	2020		Logged Redirect 1	1590502909463	1590502909467	OK	 
REQUEST	2060		Logged Redirect 1	1590502909466	1590502909470	OK	 
REQUEST	739		SeeMyDiagnosis	1590502909462	1590502909470	OK	 
REQUEST	1421		Mypets	1590502909442	1590502909471	OK	 
REQUEST	1379		Mypets	1590502909437	1590502909472	OK	 
REQUEST	1420		Mypets	1590502909437	1590502909472	OK	 
REQUEST	1380		Mypets	1590502909442	1590502909472	OK	 
REQUEST	2661		Login	1590502909472	1590502909473	OK	 
REQUEST	2701		Login	1590502909472	1590502909473	OK	 
REQUEST	780		SeeMyDiagnosis	1590502909472	1590502909474	OK	 
REQUEST	740		SeeMyDiagnosis	1590502909472	1590502909476	OK	 
USER	PetWithoutDiagnosis	3262	START	1590502909483	1590502909483
USER	PetWithDiagnosis	3223	START	1590502909483	1590502909483
REQUEST	2021		Logged	1590502909483	1590502909484	OK	 
REQUEST	2021		Logged Redirect 1	1590502909484	1590502909486	OK	 
REQUEST	3262		Home	1590502909483	1590502909486	OK	 
REQUEST	2061		Logged	1590502909483	1590502909486	OK	 
REQUEST	3223		Home	1590502909483	1590502909486	OK	 
REQUEST	2061		Logged Redirect 1	1590502909486	1590502909488	OK	 
REQUEST	1422		Mypets	1590502909483	1590502909489	OK	 
REQUEST	1381		Mypets	1590502909483	1590502909490	OK	 
REQUEST	781		SeeMyDiagnosis	1590502909494	1590502909496	OK	 
REQUEST	741		SeeMyDiagnosis	1590502909494	1590502909497	OK	 
USER	PetWithDiagnosis	3224	START	1590502909505	1590502909505
USER	PetWithoutDiagnosis	3263	START	1590502909505	1590502909505
REQUEST	2702		Login	1590502909505	1590502909506	OK	 
REQUEST	2662		Login	1590502909505	1590502909507	OK	 
REQUEST	3263		Home	1590502909505	1590502909508	OK	 
REQUEST	3224		Home	1590502909505	1590502909508	OK	 
REQUEST	2022		Logged	1590502909516	1590502909521	OK	 
REQUEST	2062		Logged	1590502909516	1590502909521	OK	 
REQUEST	782		SeeMyDiagnosis	1590502909516	1590502909522	OK	 
REQUEST	2022		Logged Redirect 1	1590502909521	1590502909526	OK	 
REQUEST	2062		Logged Redirect 1	1590502909521	1590502909526	OK	 
REQUEST	742		SeeMyDiagnosis	1590502909516	1590502909527	OK	 
REQUEST	2063		Logged	1590502909527	1590502909529	OK	 
REQUEST	2663		Login	1590502909528	1590502909530	OK	 
REQUEST	2023		Logged	1590502909528	1590502909531	OK	 
REQUEST	2703		Login	1590502909528	1590502909531	OK	 
REQUEST	1382		Mypets	1590502909516	1590502909532	OK	 
USER	PetWithoutDiagnosis	3264	START	1590502909533	1590502909533
USER	PetWithDiagnosis	3225	START	1590502909533	1590502909533
REQUEST	2063		Logged Redirect 1	1590502909529	1590502909534	OK	 
REQUEST	1423		Mypets	1590502909516	1590502909535	OK	 
REQUEST	2023		Logged Redirect 1	1590502909531	1590502909536	OK	 
REQUEST	3264		Home	1590502909534	1590502909539	OK	 
REQUEST	3225		Home	1590502909534	1590502909539	OK	 
REQUEST	1424		Mypets	1590502909533	1590502909541	OK	 
REQUEST	1383		Mypets	1590502909533	1590502909550	OK	 
USER	PetWithoutDiagnosis	3265	START	1590502909554	1590502909554
USER	PetWithDiagnosis	3226	START	1590502909554	1590502909554
REQUEST	2664		Login	1590502909554	1590502909555	OK	 
REQUEST	2704		Login	1590502909554	1590502909557	OK	 
REQUEST	3265		Home	1590502909554	1590502909557	OK	 
REQUEST	3226		Home	1590502909554	1590502909558	OK	 
REQUEST	743		SeeMyDiagnosis	1590502909554	1590502909559	OK	 
REQUEST	783		SeeMyDiagnosis	1590502909565	1590502909567	OK	 
REQUEST	2024		Logged	1590502909565	1590502909567	OK	 
REQUEST	2064		Logged	1590502909565	1590502909567	OK	 
REQUEST	2024		Logged Redirect 1	1590502909567	1590502909569	OK	 
REQUEST	2064		Logged Redirect 1	1590502909567	1590502909569	OK	 
REQUEST	1425		Mypets	1590502909565	1590502909571	OK	 
REQUEST	1384		Mypets	1590502909565	1590502909572	OK	 
REQUEST	2665		Login	1590502909576	1590502909577	OK	 
REQUEST	2705		Login	1590502909576	1590502909577	OK	 
REQUEST	784		SeeMyDiagnosis	1590502909576	1590502909578	OK	 
